"By the time I am done, you won't have the power to attack block this cock.",,,,,,,
"Darling I love seeing your boobs while playing volleyball, because I would totally hit that.",,,,,,,
Dive for my pants and you will save some amazing balls.,,,,,,,
Do you play volleyball? Because you look great on your knees.,,,,,,,
"Don't be afraid of the net, we got much better protection.",,,,,,,
Girl are you a setter? Because I'd hit that.,,,,,,,
"Girl are you a team player, because we could assist each other for the perfect score.",,,,,,,
Girl do you play volleyball? What is your favorite position?,,,,,,,
"Girl even if I am a volleyball player, I won't avoid faults and pass the blame to you.",,,,,,,
Girl I don't play no decoy game.,,,,,,,
Girl I will try not to go for penetration.,,,,,,,
Girl I'd like to test my bump pass with your ass.,,,,,,,
Girl you play volleyball? Do you enjoy dive in deep or float in the shallow?,,,,,,,
"Girl, anytime you want me to stop, just cry foul.",,,,,,,
"Girl, are you ready to receive my point of service?",,,,,,,
"Girl, we'd make great doubles team.",,,,,,,
"Girl, where do you prefer my bump? Attack line or back court?",,,,,,,
"Girl, you can serve to me all night long.",,,,,,,
"Girl, you like defensive play or attack play?",,,,,,,
"Girl, you served an ace through my heart.",,,,,,,
Hey Girl! Can I touch you more than 3 times?,,,,,,,
"Hey girl, I love that you got those knee pads. You know what else you could do other than Volleyball?",,,,,,,
I am coming! Time to run for cover.,,,,,,,
"I am the service winner, ready to see how I score?",,,,,,,
"I cannot help myself but touch you more than three times, it feels illegal.",,,,,,,
I know just how to approach you: I will spike you hard and fast.,,,,,,,
"I see you know how to use the block, but I will keep trying.",,,,,,,
"If I can set you up good on the court, I'll definitely set you up in bed.",,,,,,,
"If I serve my heart to you, would you return yours?",,,,,,,
"If you were a volleyball, there are so many positions that I could handle you.",,,,,,,
"Let's set it up for the future, it's time to take the dive baby.",,,,,,,
Look out for my power tip!,,,,,,,
Pancakes for breakfast?,,,,,,,
Pass your love to me and I will return it.,,,,,,,
Serve me balls girl.,,,,,,,
Should I go for Cross Court Shot or Cut Shot to score with you?,,,,,,,
"Want to make a pass with me, I promise I would not hurt you one bit, you have my word on it.",,,,,,,
We can go back to my place this night and just have fun reenacting the play you just had.,,,,,,,
We’re not allowed to touch the volleyball more than three times but I’d love to do that to you.,,,,,,,
"Whenever I see you dive, I get turned on, would you mind doing that for me once more, baby?",,,,,,,
Why set and spike when we could just bump uglies?,,,,,,,
Why should we set and even spike if we can just bump away all the uglies we’ve been through.,,,,,,,
Would it be okay to touch you more than 3 times?,,,,,,,
Wow seeing you dive really turns me on.,,,,,,,
"You are so tall I bet you play with the ball, I bet you’d love to test it out with me, right away.",,,,,,,
"You bet I can serve as good as I can go down on my knees for a hit, want to see me do that?",,,,,,,
"You can do anything you want as long as you will give me a kiss after your game, okay?",,,,,,,
You can take me back to the bedroom if we can watch some game movies and mull them over.,,,,,,,
"You happened to be a libero? I swear I will hit at you really hard all day long, believe me.",,,,,,,
"You have the sass, I can see it in your hits, would you give everything you have to me now?",,,,,,,
"You look good on your knees I bet you give a nice hand job too, let me see that for myself.",,,,,,,
"You look like a setter to me so it seems I cannot take you on any double date tonight, I guess.",,,,,,,
"You look like a tight set to me, I might want to loosen you up a bit, want to see me do that?",,,,,,,
"You must be a pass because girl, you are just so damn perfect in every way that I can see you.",,,,,,,
You must be a setter because you're good with your hands.,,,,,,,
"You must be a tip because you are certainly making me go on my toes, aren’t you, baby girl?",,,,,,,
You must be a volleyball because baby I just want to dig you right out on this court now.,,,,,,,
You must be the ball because I’d love to get my hands on you all over you anytime of the day.,,,,,,,
You must be the perfect set because I hate seeing that so I’d have to smash you real hard.,,,,,,,
You must be wearing something good cause my volleyball does not get blocked that easily!,,,,,,,
You must got a lot of stamina as a volleyball player. Let me test your limit babe.,,,,,,,
"You play volleyball? Let me grab some knee pads, so I can slide into your DMs.",,,,,,,
"You saw how good I am at receiving a volleyball, I bet I can do so with your balls tonight.",,,,,,,
"You seem to be good at volleyball and good enough to go on your knees, can I try it out.",,,,,,,
"You seem to have great knowledge of that swing block, want to try swinging with me as well?",,,,,,,
"You want to play with a ball tonight but I can have an extra one for you, want to see it now?",,,,,,,
"You want to see more balls because you love them? You are in for a treat, I got two more!",,,,,,,
"You want to test the durability of the net, we can do so tonight and see what happens next.",,,,,,,
"You want to try I campfire? Well, you are indeed hot and I do want some more of you, honey.",,,,,,,
"You’ve got big feet, is it true that your feet is the shaft too? If so, I would love to see it now.",,,,,,,
"You've obviously mastered the swing block, dare to try swing-dancing with me?",,,,,,,
"Your eyes are like a sunset, They're Beautiful, inspiring, and hard to turn away from.",,,,,,,
"I don't know which is prettier today, the water, the sky or your eyes.",,,,,,,
I must be lost... because I see paradise.,,,,,,,
"I'm not a very good swimmer, do you have any lifeguard experience?",,,,,,,
"Nice beach balls, can I play?",,,,,,,
Is your name Summer? Cause you are hot!,,,,,,,
I'll show you my tan lines if you show me yours.,,,,,,,
"You should go in the water, cuz you're so hot you're on fire!",,,,,,,
I'm drowning in the sun and need mouth to mouth now!,,,,,,,
You hear that? The ocean wants you to join me for a drink.,,,,,,,
I barely noticed you in the winter months.,,,,,,,
"You're so hot, the sun is jealous.",,,,,,,
Hear that? The ocean wants you to join me for a drink.,,,,,,,
"Your eyes are bluer than the Atlantic Ocean, and I'm lost at sea.",,,,,,,
"I feel like I'm in Scandinavia, because when I'm with you its's like the sun never sets.",,,,,,,
"Hey baby, the sun isn't the only thing that rises.",,,,,,,
"Hey ladies, which way to the beach?",,,,,,,
Do you have any sunscreen? 'Cause you are burning me up!,,,,,,,
My buddies bet me that I wouldn't be able to start a conversation with the most beautiful girl on the river. Wanna get a drink later with their money?,,,,,,,
"Do you believe in love at first sight, or should I float by again?",,,,,,,
I was so enchanted by your beauty that I ran my boat into yours. So I am going to need your name and number for insurance purposes.,,,,,,,
Have you ever driven a boat? Try to park it on my dock.,,,,,,,
"Hey baby, wanna go for a ride on my big dinghy",,,,,,,
Would you like to sip on a margarita laying on a boat watching a sunset on a calm night?,,,,,,,
Now get out there and pick-up your boat race sweetie!,,,,,,,
If you were a boat I would keep you in a garage.,,,,,,,
"Ay girl, I'd like to throw you on a trailer and haul you to the sea.",,,,,,,
You can shiver my timbers anytime.,,,,,,,
You'd make for some real smooth sailing,,,,,,,
You rock my boat like captain crunch.,,,,,,,
Nice life preservers.,,,,,,,
Permission to board?,,,,,,,
"Baby, you've bought yourself a cruise on the Love Boat. I'll be your captain.",,,,,,,
Boy: Have u ever been fishing before? Girl: Why? Boy: I think we should hook up!,,,,,,,
I don't know if you've ever been fishing but I think we should hookup,,,,,,,
I like hookers.,,,,,,,
Do you prefer stiff or limp rods?,,,,,,,
Nice bobbers!,,,,,,,
Can i put my tackle in your box?,,,,,,,
"Excuse me, can you hold my rod?",,,,,,,
"You wanna come back, and see my minnows?",,,,,,,
I bet I could breath in them waders.,,,,,,,
Let me see your fly box.,,,,,,,
I've got a 9' rod.,,,,,,,
I normally fish for trout but I'll make and exception for you.,,,,,,,
"Driftin with an attractor like you, baby, is always 'drag free'.",,,,,,,
You know I'm da man you been wading for.,,,,,,,
Can you tell me the proper way to present my fly to a lady.,,,,,,,
If you were a fly baby you'd be 'irresistible'.,,,,,,,
Fishing with you in September is best because you can't 'run-off'.,,,,,,,
"Is this catch and release, cause I DON'T want to let you go.",,,,,,,
"You know, I have the longest rod on this river.",,,,,,,
You see my friend over there trying to fly fish? [Point to friend] He wants to know if YOU think I'M cute.,,,,,,,
(As she is leaving her fishing hole) Hey aren't you forgetting something? (What?) Me!,,,,,,,
I always knew the best catch of my life would be on this river...,,,,,,,
My pull buoy's not the only thing that goes between these thighs. ,,,,,,,
Are you Swedish? 'Cause you the sweetest fish I sea.,,,,,,,
We could make BEAUTIFUL fish together,,,,,,,
Damn you're like an award winning bass. I dunno whether to mount you or eat you.,,,,,,,
Wanna come back to my place and scrub algae?,,,,,,,
Could you hold my eel? He is a slippery little fucker.,,,,,,,
How aboat you come back to my place and check out my huge tank,,,,,,,
Can i fish in your pond?,,,,,,,
"You can call me Nemo, because I'm never afraid to touch the butt.",,,,,,,
Can you call a lifeguard? Because I'm drowning in your eyes...,,,,,,,
Don't save me just yet. Let me go down a few times.,,,,,,,
I can't swim! Can I hold on to your floaties?,,,,,,,
I perform best when I'm wet.,,,,,,,
"Do you have a sunburn, or are you always this hot?",,,,,,,
How was your last skinny dip? I bet I can make your next one better.,,,,,,,
"I wish I'd brought my towel, can I share yours?",,,,,,,
"I hope you know CPR, because you are taking my breath away.",,,,,,,
Is your name summer? Because you are hot!,,,,,,,
You make my heart slip 'n slide.,,,,,,,
Ignore the ray bans. There is nothing shade-y about me.,,,,,,,
Does this rag smell like chloroform to you?,,,,,,,
I really like your suit.,,,,,,,
Are you a low interval sprint set? ‘Cause you're making my face all red.,,,,,,,
"You're like the anti-fog spray for my goggles, you just brighten up my day. ",,,,,,,
I could put some motion in your ocean.,,,,,,,
You've got the fanciest fantail I've ebber seen.,,,,,,,
So you're mermaid huh? I take it you are very accustomed to seamen then?,,,,,,,
"Excuse me, do I need to buy a ticket for your fantastic voyage?",,,,,,,
"I'm a Love Pirate, and I'm here for your booty! ARRRGGGHHH!!!",,,,,,,
Can I see your tan lines?,,,,,,,
"I know they say there's plenty of fish in the sea, but I think you're my nemo.",,,,,,,
